y
0.0434475954
0.0415084678
0.0242920978
0.0097205759
0.0265447671
0.0108156265
0.0139625682
0.0267289402
0.0348157122
0.0307668192
0.0177297511
0.037014119
0.0146131812
-2.1434534186582656E-4
0.0235306717
0.0269500208
0.0270279324
0.0206748563
0.0296746986
0.060840814
0.0371268901
0.0297847617
0.0039004193
-0.0280530138
-0.0251339414
0.0289344514
0.02148176
0.0091156716
0.0179440089
0.015529277
0.0211498517
0.0266246402
0.0184289237
0.0128117525
0.0367940396
0.0210116096
0.02143563
0.035993023
0.0440691277
0.028914264
0.0323359938
0.0152337245
0.0334651274
0.0538550983
0.0567435717
0.027678253
0.0204569709
0.0426379033
0.0375389877
0.0250788134
-0.0038635407
0.0427240179
0.018627949
0.0140856287
0.0143959282
-0.0110148629
0.0117061558
0.0191246544
0.019506428
0.0183358095
0.0205377912
0.0180664464
-0.0035826906
0.0236658825
0.0347224031
0.0325428048
0.024450896
-0.0049814262
7.905897899923584E-4
0.0276978181
0.0258611817
0.0187884822
0.0129679952
0.0108776912
0.0236692565
-0.0048010586
0.0056274349
0.0221163421
0.0182487583
0.0330550618
0.0418423015
0.0262155808
0.0289945899
0.015482151
0.017561095
0.0131258488
0.0321698803
0.0128549246
0.010314656
0.0070641378
0.0341714324
0.039438006
0.0357544965
0.0153449266
0.024236967
0.0220326785
0.0379905966
0.0369373365
0.0143876213
0.029390115
0.0235683351
0.0241163091
0.0366038612
0.0316501155
0.0151354258
0.0152789971
0.0306131385
0.0161426973
0.0143324401
0.0166089633
0.0161075851
0.0098751458
0.0209402768
-0.0457164394
-0.0474140594
-0.0133178439
0.0129512889
0.0410844043
0.0470411863
0.0257681763
0.0093601814
0.0163629807
0.0171010879
0.0257232551
0.0166124579
0.0102912476
0.0251431659
0.0191714249
0.0255151344
0.0014743727
0.0061112266
0.0144498626
0.0016545547
-0.0014162131
0.0079366052
-4.5728891523319503E-4
-0.00475339
-0.0101130951
-0.0693040722
-0.0189275061
0.0080475503
0.0042363403
0.0559943268
0.0405475504
0.0410393507
0.006840305
0.0234093403
0.0198994061
0.0191321149
-0.0066267425
0.0090172686
0.0287961511
-3.435107079598691E-4
0.0340588863
0.0376919966
0.0138562481
0.0267023859
0.0020897855
0.007608146
-0.0129808267
0.0263041542
0.030124782
0.0709265206
0.0381029412
0.0259572273
0.0149624149
0.0152057897
0.0295842745
0.027639684
0.0056362516
-5.632001803962417E-4
0.0169295398
0.015735075
0.0136886069
0.0070414531
0.0123000775
0.0260089846
0.0066235096
0.0139910074
0.0125959955
0.0069193246
-4.1041073013136395E-4
0.0188295438
-0.0029036515
0.014031575
0.0366216164
0.0589938829
0.0434525203
0.0391510488
0.0173957507
-0.0011437763
0.0194601719
-0.0124252143
0.0241196261
0.0091443096
0.0281873224
0.0228166178
0.0243873622
0.029809405
0.0049033371
0.0231455803
0.0084810933
0.0394347548
0.0172997273
0.02653213
0.011392396
0.0144608158
0.0131074457
0.0087399015
-0.0030973675
-0.0371622139
-0.0349445387
0.0073152344
0.0326066208
0.0491833406
0.0521213885
0.0277663454
0.038415113
0.0523404379
0.049221271
0.0212063245
0.0143203073
0.0109208862
0.0051995814
0.0192058886
0.0227732769
0.0097790896
0.0311733003
0.0078286459
0.0258373305
0.0023047945
0.0336703285
0.029235298
0.0025442724
-0.0114266165
-0.0112753718
-0.0340014012
0.010369675
0.0519236061
0.0478904879
0.0526147199
0.0469659438
0.0158754505
0.0164500355
0.0102295393
0.0240844494
0.0163518041
0.0221737847
0.0126035759
0.0207322673
0.0147712209
0.0140755002
0.0201483589
0.0039043337
0.0168874981
0.0162876514
0.0348080763
0.0371541484
0.0094004391
0.0395360711
0.016088989
0.0399280819
0.0383913394
0.0340756435
0.0342795957
0.0194446903
0.0086063353
0.010618806
0.0457311946
0.0234347848
0.021916609
0.0145156441
-0.0041862764
0.0119194965
0.0135691898
0.013164856
0.0163190903
0.0127152206
0.0221040956
0.0283052168
0.0145776165
0.0278867838
0.0511593249
0.0362669963
0.0376301224
-0.0049778083
0.0323117458
-0.0070737816
0.0192220863
0.0349800455
0.0214306196
0.023789901
0.0294595337
0.0210670557
0.0185823522
0.0036534547
0.020081909
0.0171410303
0.0212588414
0.0205241352
0.0115067831
-0.0016484954
0.0106426762
0.007650286
0.0218076749
0.0265636652
0.0069262518
0.0113604172
0.0125897874
0.0164595097
-0.0108205595
-0.0289464557
-0.0366273161
0.004455058
0.0344581198
0.0082230226
0.0148793925
-0.0031604203
0.021510305
0.011812646
0.0225332423
0.0067322342
0.015568879
0.0100304242
0.0203211068
0.0173174709
0.0284259106
0.0260263287
0.0082810148
0.0227251401
0.0192213099
0.0506499692
0.0186227785
0.0205644084
0.0309791054
0.0518099401
0.0516323133
0.0169138139
0.0159929369
-0.0014492558
0.0052508207
0.020126317
0.0364592371
0.0290991201
0.0285033842
0.0038147963
0.0268564743
0.011902076
0.0161034857
0.0129074057
0.0092923917
0.0146818793
0.0288398162
0.0113740324
0.0128905479
-0.0243415758
0.0070870767
0.0018601666
0.0109901407
0.0364000283
0.0197045396
0.021006061
0.0393032774
0.0218319946
0.0362655479
0.0041313785
0.0258247339
0.0059849424
0.0214813339
0.0083515302
0.0124700194
0.0124749876
0.0059154131
0.0119697658
0.0117934019
0.0107766998
0.0058918727
0.0108086655
0.056605792
0.0544823006
0.0325279405
0.0265165627
-0.0085243012
-0.0306730251
-0.0155260335
0.0096282324
0.0381696869
0.0168924987
0.0123003153
0.0118076198
0.0164600185
0.0047897492
0.0028704267
0.0303561438
0.021384942
0.0123915535
0.0312099757
0.011713127
0.0104216592
0.0161335614
0.0037633679
0.0088172861
0.0288463218
0.0082308366
0.0237749385
0.0092980254
-0.023798991
-0.0097693002
-0.0242470747
0.0042757777
0.0035449518
0.0194787788
0.0287331341
0.0031910149
0.0130128183
0.0100326559
0.020382608
0.0328418285
0.0355124663
0.0301413206
0.0258786594
0.0060659639
0.027711765
0.0447442495
0.0089774204
0.0206756374
